Point,Point_name,Time,Average_Temp,Min_Temp,Max_Temp,Daily_precipitation,Average_wind_speed,Average_Humidity
232,Chungnam,7/15/2020,21,18.1,26.1,1.4,1,87.4
232,Chungnam,7/16/2020,22.3,17.6,28.1,,0.7,83.5
232,Chungnam,7/17/2020,23.8,18.7,29.6,,0.8,79.6
232,Chungnam,7/18/2020,23.6,19.6,28.4,,1,76.1
232,Chungnam,7/19/2020,24.6,20.1,27.9,11.6,2.5,82.9
232,Chungnam,7/20/2020,23.8,21.5,27.2,6.5,1.8,92.5
232,Chungnam,7/21/2020,24.3,20.8,29.1,,0.6,80.3
232,Chungnam,7/22/2020,22.3,21.3,24,40.1,0.4,98.9
232,Chungnam,7/23/2020,21.3,20.2,22.5,56.7,3,97.1
232,Chungnam,7/24/2020,21.4,19.1,24.3,15.2,2.4,90.8
232,Chungnam,7/25/2020,22.5,20,26.9,0.8,0.7,92.3
232,Chungnam,7/26/2020,23.1,20.1,26.7,0.2,0.6,90.9
232,Chungnam,7/27/2020,23.6,21.4,26.7,1.3,1.1,92.1
232,Chungnam,7/28/2020,23.5,21.6,25.9,4.5,1.1,94.1
232,Chungnam,7/29/2020,23.9,22.9,25.1,71.3,1.2,99.3
232,Chungnam,7/30/2020,24.5,23,27.3,52,0.7,97.5
232,Chungnam,7/31/2020,25.5,22.8,29.3,0,0.6,92.3
232,Chungnam,8/1/2020,25.3,22.9,29.6,17.4,1,92.5
232,Chungnam,8/2/2020,25.7,22.8,29,6.7,1.2,92.6
232,Chungnam,8/3/2020,24.4,22.5,26.5,182.9,1.3,96.3
232,Chungnam,8/4/2020,26.2,22.2,30.8,1.3,1,90.6
232,Chungnam,8/5/2020,25.8,24,27.6,15.8,1.4,95.1
232,Chungnam,8/6/2020,24.4,21.6,27.6,19.1,2.1,96.1
232,Chungnam,8/7/2020,22.1,20.5,23.7,5.9,0.6,98.3
232,Chungnam,8/8/2020,23.5,21.8,25.8,27.2,1.2,99
232,Chungnam,8/9/2020,25.1,23.7,27.7,39,1.4,94.5
232,Chungnam,8/10/2020,25.6,23,29.2,13.5,1.1,95.1
232,Chungnam,8/11/2020,24.1,22.8,25.8,30.7,0.8,98.6
232,Chungnam,8/12/2020,25.5,22.6,29.1,24.5,0.6,97.3
232,Chungnam,8/13/2020,27.6,23.7,31.8,,1.3,88.5
232,Chungnam,8/14/2020,28,25.7,31.8,,1.9,84.5
232,Chungnam,8/15/2020,27.8,25.1,31,0,1.1,87.1
232,Chungnam,8/16/2020,26.8,23.2,31.8,,1.1,86.1
232,Chungnam,8/17/2020,26.5,22,32,,0.5,86.1
232,Chungnam,8/18/2020,26.3,22.4,31.7,,0.8,87.3
232,Chungnam,8/19/2020,26.3,21.3,32.5,,0.9,83.4
232,Chungnam,8/20/2020,26.6,21.9,32,,0.7,82.4
232,Chungnam,8/21/2020,26.6,21.2,32.3,,0.7,85
232,Chungnam,8/22/2020,24.8,22.6,28.5,6.6,1,93.1
232,Chungnam,8/23/2020,24.9,20.8,30.3,,0.7,85
232,Chungnam,8/24/2020,26.2,20.8,31.8,,0.8,82.9
232,Chungnam,8/25/2020,27.8,22.4,34.1,0,1,81.8
232,Chungnam,8/26/2020,27.7,24.1,32.6,2.1,3.4,82.4
232,Chungnam,8/27/2020,27.5,24.6,31.5,19.1,3,84.9
232,Chungnam,8/28/2020,27,24.1,32.5,44.8,0.9,88.6
232,Chungnam,8/29/2020,26,23.6,30.9,25.1,0.9,94.6
232,Chungnam,8/30/2020,27.1,24.4,31.3,,0.5,87.3
232,Chungnam,8/31/2020,26.3,23.8,29.8,,2.1,81
232,Chungnam,9/1/2020,25.6,21.3,30.3,0.3,1.4,80.1
232,Chungnam,9/2/2020,23.9,23,24.8,31.7,1.5,97.1
232,Chungnam,9/3/2020,22.8,20.4,26,56.6,3.6,84.8
232,Chungnam,9/4/2020,22.7,18.4,27.8,,1.2,76.6
232,Chungnam,9/5/2020,20.6,17.2,24.9,,0.9,86
232,Chungnam,9/6/2020,20.3,18,24.9,10.9,1.8,89.4
232,Chungnam,9/7/2020,18.8,16.7,21.9,42.1,3.3,94.6
232,Chungnam,9/8/2020,22.4,18.4,26.6,,2,79.8
232,Chungnam,9/9/2020,20.7,17.3,25.7,3.2,1,87.5
232,Chungnam,9/10/2020,20.9,16.1,26.9,,0.5,85.8
232,Chungnam,9/11/2020,20.7,17.7,25.2,4.9,1.4,85.6
232,Chungnam,9/12/2020,18.7,17.2,20.2,12.5,0.8,96.3
232,Chungnam,9/13/2020,20,16,25.4,,0.8,82.3
232,Chungnam,9/14/2020,20,14.6,25.7,,0.8,85.8
232,Chungnam,9/15/2020,21.2,16.7,27.3,,0.7,85.1
232,Chungnam,9/16/2020,20.3,19.2,23.5,4.8,0.6,96.6
232,Chungnam,9/17/2020,20.2,16.8,23.4,,0.4,91.5
232,Chungnam,9/18/2020,18.7,13.8,24.4,,1.6,79.5
232,Chungnam,9/19/2020,17,12.4,24.4,0.2,0.8,86.9
232,Chungnam,9/20/2020,16.4,10.9,24.2,,0.9,79.1
232,Chungnam,9/21/2020,16.1,9.8,23.3,,0.5,79.8
232,Chungnam,9/22/2020,17.5,12.2,23.6,,1.5,77.9
232,Chungnam,9/23/2020,18,12.8,23.3,,1.9,69.8
232,Chungnam,9/24/2020,19.5,14.5,25.3,,2.5,67
232,Chungnam,9/25/2020,19,12.6,25.3,,1.6,75
232,Chungnam,9/26/2020,17.5,12.4,23.6,,1.4,77.5
232,Chungnam,9/27/2020,17.4,11.4,24.2,,0.9,79.1
232,Chungnam,9/28/2020,17,10.9,25,,0.6,81.3
232,Chungnam,9/29/2020,16.7,10.6,24.1,,0.6,81.6
232,Chungnam,9/30/2020,18,11.8,24.3,,0.5,83.3
232,Chungnam,10/1/2020,18.2,13,24.2,,1,83.1
232,Chungnam,10/2/2020,18.8,14.2,24.2,0.8,1,82.5
232,Chungnam,10/3/2020,18.1,16.2,21.3,18.1,0.2,96.3
232,Chungnam,10/4/2020,16.8,12.1,21.7,0,1.6,78.3
232,Chungnam,10/5/2020,11.9,5,18.4,,1.3,71
232,Chungnam,10/6/2020,11.9,5.3,19,,0.8,77.8
232,Chungnam,10/7/2020,14.7,7.9,20.8,,1.2,71.9
232,Chungnam,10/8/2020,15.4,8.5,21.7,,1.9,66.9
232,Chungnam,10/9/2020,14.9,7.3,22.5,,1.7,71.6
232,Chungnam,10/10/2020,15,8.1,21.7,,1,75
232,Chungnam,10/11/2020,14.7,9,19.4,0,0.8,87.4
232,Chungnam,10/12/2020,15.4,9.9,21.8,0,0.8,81.9
232,Chungnam,10/13/2020,10.7,5.2,17.3,,0.6,75.4
232,Chungnam,10/14/2020,10.7,5.4,19,0,0.8,72.4
232,Chungnam,10/15/2020,9,3,17.2,,0.6,72.3
232,Chungnam,10/16/2020,9.8,3.8,16.2,,0.3,82.8
232,Chungnam,10/17/2020,10.6,5.3,19.2,,0.6,78.5
232,Chungnam,10/18/2020,10.4,1.8,19.2,,0.7,79.5
232,Chungnam,10/19/2020,11.8,4.6,20.8,,0.6,80.6
232,Chungnam,10/20/2020,11.8,7.3,21.2,,0.5,81.4
232,Chungnam,10/21/2020,11.3,6.8,15.9,,0.5,90
232,Chungnam,10/22/2020,11.7,7.2,17.5,,1.4,76
232,Chungnam,10/23/2020,8.9,4.3,13.3,,1.7,60.1
232,Chungnam,10/24/2020,6.5,-0.9,13.1,,1.4,66.3
232,Chungnam,10/25/2020,8.8,0.5,18.6,,0.7,76.4
232,Chungnam,10/26/2020,9.6,2.5,18.8,,0.6,81.6
232,Chungnam,10/27/2020,10.6,3.7,19.8,,0.6,82.1
232,Chungnam,10/28/2020,12.5,6.4,19,,1.1,64.9
232,Chungnam,10/29/2020,7.8,0,16.7,,0.8,64
232,Chungnam,10/30/2020,8.4,0.6,18.4,,0.6,68
232,Chungnam,10/31/2020,10.3,1.8,18.5,0,0.5,76.6
232,Chungnam,11/1/2020,11.6,10.4,12.7,5.6,0.5,96.6
232,Chungnam,11/2/2020,9.8,3.6,16.3,,0.6,71.1
232,Chungnam,11/3/2020,5.6,0.6,9.1,1.2,2.1,58
232,Chungnam,11/4/2020,3.1,-3.5,10.7,,1,65.4
232,Chungnam,11/5/2020,6.6,-2.5,14.5,,0.6,72
232,Chungnam,11/6/2020,11,7.1,15.6,,0.7,73
232,Chungnam,11/7/2020,11.2,5.2,18.1,,0.8,77.4
232,Chungnam,11/8/2020,7.6,2.6,13.2,,1.7,55.9
232,Chungnam,11/9/2020,5.9,-2.3,10.8,0,1.3,46.9
232,Chungnam,11/10/2020,5.6,-1.1,13.2,,1,65.6
232,Chungnam,11/11/2020,6,-1.4,15.5,,0.5,72
232,Chungnam,11/12/2020,7.2,-1,17.9,,0.5,69.5
232,Chungnam,11/13/2020,7.7,0.8,18.1,,0.5,81.8
232,Chungnam,11/14/2020,9.3,3.7,18.3,,0.6,79
232,Chungnam,11/15/2020,9.3,2.1,18.1,,0.5,83
232,Chungnam,11/16/2020,9.1,3.2,18.3,,0.7,81.8
232,Chungnam,11/17/2020,13.6,5.8,19.5,2.7,1.2,83.4
232,Chungnam,11/18/2020,15.7,11.1,19,3.8,1.1,93.4
232,Chungnam,11/19/2020,15.1,9.5,20.6,28.8,2.6,90.1
232,Chungnam,11/20/2020,5.3,3.3,9.5,0,2.3,78.3
232,Chungnam,11/21/2020,6.9,-1.4,13.1,,1.6,72.8
232,Chungnam,11/22/2020,7,3.8,8.9,3.8,1.6,82.6
232,Chungnam,11/23/2020,2,-2,6.7,,1.5,70
232,Chungnam,11/24/2020,2.9,-2.6,9.6,,0.8,62.9
232,Chungnam,11/25/2020,3,-3.3,11.2,,0.8,74.5
232,Chungnam,11/26/2020,4.5,-0.7,11.5,,0.7,75.6
232,Chungnam,11/27/2020,4.3,1.8,8.4,,1.7,70
232,Chungnam,11/28/2020,1.8,-0.3,4.4,,1.9,55.4
232,Chungnam,11/29/2020,0.6,-2.4,4,,0.9,74.8
232,Chungnam,11/30/2020,-0.7,-5.5,4.6,,1.1,74.5
232,Chungnam,12/1/2020,-0.3,-6.8,7.3,,0.8,64.4
232,Chungnam,12/2/2020,2.9,-1.2,8.1,,0.9,52.1
232,Chungnam,12/3/2020,0.5,-3.2,6.3,,1.3,61
232,Chungnam,12/4/2020,-1.2,-7.2,5,,1,69.8
232,Chungnam,12/5/2020,-1.2,-6,4.4,,0.4,90.8
232,Chungnam,12/6/2020,1.6,-3.2,9.2,,0.6,83
232,Chungnam,12/7/2020,2.7,-1.9,7.4,,1.1,69.9
232,Chungnam,12/8/2020,-0.8,-5.8,4.4,,1.2,59.6
232,Chungnam,12/9/2020,-0.3,-8.3,6.6,,0.7,66.5
232,Chungnam,12/10/2020,4.3,0.9,9.5,,0.5,72.8
232,Chungnam,12/11/2020,4.7,0.9,10.7,0,0.6,79.8
232,Chungnam,12/12/2020,2.6,-3.3,7.6,,1.2,57.3
232,Chungnam,12/13/2020,-1.2,-4.5,3.4,3.4,1.6,80.5
232,Chungnam,12/14/2020,-5.6,-7.7,-2.9,,2.1,47.3
232,Chungnam,12/15/2020,-6.6,-12.2,-2.3,,1.7,51.5
232,Chungnam,12/16/2020,-7,-12.2,-2.1,,1.4,52.3
232,Chungnam,12/17/2020,-6.2,-12.9,0.8,,0.8,65
232,Chungnam,12/18/2020,-1.4,-5.2,2.7,1.3,1.7,67.9
232,Chungnam,12/19/2020,-5.1,-11.1,-0.2,,1.2,54.4
232,Chungnam,12/20/2020,-4.7,-10.9,2.1,,0.9,66.9
232,Chungnam,12/21/2020,-1.8,-8.2,4.4,,0.6,75.3
232,Chungnam,12/22/2020,-0.7,-6.5,7.7,,0.7,79
232,Chungnam,12/23/2020,1.5,-5.2,8.3,,0.7,85
232,Chungnam,12/24/2020,2.2,-1.2,8.2,0,1.7,71
232,Chungnam,12/25/2020,-0.4,-4.9,4.1,0,1.2,67.4
232,Chungnam,12/26/2020,0.1,-5.9,7.4,,0.8,84.8
232,Chungnam,12/27/2020,1.7,-3.9,8.4,,0.5,85.8
232,Chungnam,12/28/2020,3.3,-2,11.4,,0.5,82.6
232,Chungnam,12/29/2020,0,-3.9,4.4,0.8,1.4,86.9
232,Chungnam,12/30/2020,-8.8,-11.6,-3.9,0,3.3,66
232,Chungnam,12/31/2020,-9.6,-16,-4.2,0,1,76.1
232,Chungnam,1/1/2021,-6.6,-13.9,-2.1,0,0.3,93
232,Chungnam,1/2/2021,-6.2,-12.3,-0.6,,1,71.3
232,Chungnam,1/3/2021,-5.8,-12.3,-0.2,,0.9,65.1
232,Chungnam,1/4/2021,-4.5,-12.2,1.2,,0.7,69.9
232,Chungnam,1/5/2021,-4.2,-10.4,-1.2,0.2,1.7,60.9
232,Chungnam,1/6/2021,-7,-14,-2.1,1.4,1.2,67.1
232,Chungnam,1/7/2021,-13.1,-18,-3.7,0.3,2.7,58.9
232,Chungnam,1/8/2021,-14.1,-19.3,-10.1,0,1.3,60
232,Chungnam,1/9/2021,-13.4,-20.5,-7.8,,1.1,72
232,Chungnam,1/10/2021,-10.1,-18,-3.1,,0.6,68.8
232,Chungnam,1/11/2021,-8.1,-13.7,-2.9,,0.5,77.1
232,Chungnam,1/12/2021,-3.9,-11,2.4,0.1,1,85.5
232,Chungnam,1/13/2021,2.1,-6.1,9.1,0,1.2,82.3
232,Chungnam,1/14/2021,1.1,-5.3,9.4,,0.9,62.9
232,Chungnam,1/15/2021,3.6,-2.8,12.2,,1.6,76.8
232,Chungnam,1/16/2021,-2.7,-5.5,1.9,,2.2,67.1
232,Chungnam,1/17/2021,-4.7,-11,0.1,0,1.4,60.1
232,Chungnam,1/18/2021,-3.1,-7.7,4.4,1.2,1.7,76.1
232,Chungnam,1/19/2021,-7.2,-13.9,-0.5,,0.9,55.9
232,Chungnam,1/20/2021,-3.1,-11.7,6.9,,0.6,60.4
232,Chungnam,1/21/2021,3.8,-3,9.1,7.9,0.7,78.8
232,Chungnam,1/22/2021,6,3.8,8.8,1.4,0.5,99.6
232,Chungnam,1/23/2021,8.3,2.6,12.2,,2.7,75.3
232,Chungnam,1/24/2021,5.9,-0.4,12.5,,1.4,72.5
232,Chungnam,1/25/2021,4.9,-0.6,13,,1,75.8
232,Chungnam,1/26/2021,4.2,1.4,7.3,2.9,1,95.5
232,Chungnam,1/27/2021,1.9,-2,7.1,,1.3,59.3
232,Chungnam,1/28/2021,-3,-7.3,2.7,2.4,2.8,70.3
232,Chungnam,1/29/2021,-7.7,-11,-3.6,,2,53.5
232,Chungnam,1/30/2021,-1.3,-11.7,7.6,,1.5,67.5
232,Chungnam,1/31/2021,1.3,-6.9,10.9,,1,74.3
232,Chungnam,2/1/2021,5.5,0.9,11.5,5.6,1.5,84.4
232,Chungnam,2/2/2021,-4,-6,1,0,2.3,53.6
232,Chungnam,2/3/2021,-3.4,-11.7,3,0.6,1.2,67.5
232,Chungnam,2/4/2021,-2.3,-7,1.5,0.8,1.5,52.8
232,Chungnam,2/5/2021,-1.2,-8.4,7.6,,0.7,73.5
232,Chungnam,2/6/2021,4,-4.4,11.7,,0.8,81.8
232,Chungnam,2/7/2021,4,-1.5,8.7,,1.5,72.6
232,Chungnam,2/8/2021,-2.1,-3.9,0.8,,2.3,45.6
232,Chungnam,2/9/2021,-1.6,-8.4,5.1,,1.3,
232,Chungnam,2/10/2021,0.2,-6.7,8.3,,0.8,
232,Chungnam,2/11/2021,3.9,-1.3,11.2,,0.8,72.4
232,Chungnam,2/12/2021,4.9,-2.3,15.3,,0.7,62.6
232,Chungnam,2/13/2021,5.4,-3.5,16,,0.6,60.3
232,Chungnam,2/14/2021,7.8,1.4,14.1,0,0.7,66.5
232,Chungnam,2/15/2021,1.8,-3.5,7.1,1.3,3.5,73.8
232,Chungnam,2/16/2021,-4.3,-9,-0.2,0.9,1.6,67.4
232,Chungnam,2/17/2021,-7.1,-8.7,-4.9,,3.7,58
232,Chungnam,2/18/2021,-5.2,-9.3,-0.8,,2.3,55.1
232,Chungnam,2/19/2021,1.1,-9.8,9.4,,1.7,71.8
232,Chungnam,2/20/2021,7.5,-0.7,16.2,,1.1,69.1
232,Chungnam,2/21/2021,11.4,1.2,22.2,,2,62.4
232,Chungnam,2/22/2021,6.3,0.8,15.1,,1.9,65.4
232,Chungnam,2/23/2021,0.4,-3.6,4.7,,1.9,42
232,Chungnam,2/24/2021,2.5,-3.7,10.6,,0.6,46.4
232,Chungnam,2/25/2021,3.1,-2.9,8.5,,0.6,59.9
232,Chungnam,2/26/2021,6.8,-2.4,14.9,,2,54
232,Chungnam,2/27/2021,7,0,11.7,,3.8,53.4
232,Chungnam,2/28/2021,6.6,-2.1,12.8,,1.3,64.5
232,Chungnam,3/1/2021,7,1.4,11,55.8,1.7,98.1
232,Chungnam,3/2/2021,2.3,-1.6,6.7,0.2,1.2,80.8
232,Chungnam,3/3/2021,2.7,-3.5,9.3,,0.7,73.3
232,Chungnam,3/4/2021,4.4,-0.7,10.3,,0.9,80.3
232,Chungnam,3/5/2021,6.6,-2.2,16.3,,1,75.9
232,Chungnam,3/6/2021,6.5,3.2,12.4,,2.4,75.9
232,Chungnam,3/7/2021,6.1,2.9,10.8,,1.8,70
232,Chungnam,3/8/2021,5.4,-1.8,13.6,,0.8,72.8
232,Chungnam,3/9/2021,5,-1.3,12.3,,1.2,63.6
232,Chungnam,3/10/2021,6.6,-2.2,16.6,,0.8,64.4
232,Chungnam,3/11/2021,8.3,-0.8,17.2,,1,60.1
232,Chungnam,3/12/2021,7.8,5.5,9.5,3.8,1,89.9
232,Chungnam,3/13/2021,7.2,0.4,14.8,,1.2,76
232,Chungnam,3/14/2021,7.7,1,14.2,,1.1,76
232,Chungnam,3/15/2021,10.2,0.9,18.2,0,1.1,64.6
232,Chungnam,3/16/2021,8.4,1.5,13.2,0.2,2.3,58.8
232,Chungnam,3/17/2021,7.4,-2.1,18,,1,59.3
232,Chungnam,3/18/2021,9.9,0.6,19.1,,1.1,58.6
232,Chungnam,3/19/2021,13.4,9.7,18.1,,2.6,51.4
232,Chungnam,3/20/2021,8.3,6.2,12,3.7,1.5,88.5
232,Chungnam,3/21/2021,5.7,3.6,9.4,,3.1,71.6
232,Chungnam,3/22/2021,5.9,-0.8,12.4,,2.5,55.1
232,Chungnam,3/23/2021,7.6,-1.8,17.6,,2.1,61.8
232,Chungnam,3/24/2021,8.8,-0.6,17.7,,1.2,62.6
232,Chungnam,3/25/2021,11.2,3.4,19.9,,1.3,68.5
232,Chungnam,3/26/2021,11.3,2.3,22.2,,0.8,57.8
232,Chungnam,3/27/2021,11.2,4.7,15.5,11.1,1.6,80.1
232,Chungnam,3/28/2021,10.4,9,14.5,0.5,2.2,93.5
232,Chungnam,3/29/2021,11.1,7.4,16.8,,2.1,57.9
232,Chungnam,3/30/2021,10.1,1.6,18.7,,1.4,48.8
232,Chungnam,3/31/2021,12.2,0.2,23.2,,0.9,46.9
232,Chungnam,4/1/2021,14.4,6,20.8,,3.9,41.1
232,Chungnam,4/2/2021,17,12.4,21.4,0,3.1,44.9
232,Chungnam,4/3/2021,15.6,13.3,17.6,35,1.5,83.8
232,Chungnam,4/4/2021,11,7,13.4,2.8,2.6,79.5
232,Chungnam,4/5/2021,10.1,1.9,17.5,,1.3,53.9
232,Chungnam,4/6/2021,11.6,4.1,19.3,,1.5,54.3
232,Chungnam,4/7/2021,12.3,3.4,21.2,,1.3,50.9
232,Chungnam,4/8/2021,11.4,2.9,18,,1.6,48.6
232,Chungnam,4/9/2021,11.1,1.6,19,,1.9,54.3
232,Chungnam,4/10/2021,10.7,3.1,18.2,,1.4,60.9
232,Chungnam,4/11/2021,13,2.9,21.7,,0.9,58.4
232,Chungnam,4/12/2021,12.6,9.9,16.2,9.9,1.9,76.5
232,Chungnam,4/13/2021,10.3,5,15.3,0.4,3,77.5
232,Chungnam,4/14/2021,8,1.2,14.7,,1.9,55.6
232,Chungnam,4/15/2021,9.3,0,18.1,,1.1,57.4
232,Chungnam,4/16/2021,10,5,14.9,0,1.2,73.9
232,Chungnam,4/17/2021,8.5,1.1,15.3,0,2.1,59.8
232,Chungnam,4/18/2021,9.8,4.9,15,,2.2,62
232,Chungnam,4/19/2021,11.2,0.2,20.6,,1.5,64.8
232,Chungnam,4/20/2021,13.4,2.9,23.4,,1.2,56.9
232,Chungnam,4/21/2021,18.1,5.7,28.7,,1,46.4
232,Chungnam,4/22/2021,20.5,14.5,28.7,,1.9,39.3
232,Chungnam,4/23/2021,18.3,14.9,21.9,,3.2,33.6
232,Chungnam,4/24/2021,16.8,10.6,23,,1.9,43.5
232,Chungnam,4/25/2021,16.2,7.6,23.7,,1.7,57.9
239,Sejong,4/1/2020,10.6,4.9,19,,1.8,38.5
239,Sejong,4/2/2020,9.3,2,17.4,,1.5,44.9
239,Sejong,4/3/2020,9.7,1.9,18.2,,1.6,43
239,Sejong,4/4/2020,8.5,4.6,15.4,,2.5,43.4
239,Sejong,4/5/2020,7.7,1.5,15.4,,1.7,29.8
239,Sejong,4/6/2020,9,-0.8,18.1,,1.3,42.4
239,Sejong,4/7/2020,10.8,3.3,19.5,,1.4,52.5
239,Sejong,4/8/2020,9.1,2.4,14.5,,2.7,35.8
239,Sejong,4/9/2020,8.9,1.6,15.7,,1.6,43.9
239,Sejong,4/10/2020,10.2,4.6,16.8,,1.4,45.9
239,Sejong,4/11/2020,8.3,3,14.1,,1.2,58.1
239,Sejong,4/12/2020,8.1,1.6,16.2,0.8,1.5,65.4
239,Sejong,4/13/2020,10.7,4.4,17.1,,2.5,37
239,Sejong,4/14/2020,12.3,3.2,21.5,,1.4,38
239,Sejong,4/15/2020,12.5,3.8,21.3,,1.3,36.8
239,Sejong,4/16/2020,15.7,5.9,23.3,,1.6,39.6
239,Sejong,4/17/2020,13,9.2,19.8,5.1,2.1,70.4
239,Sejong,4/18/2020,13.3,9,20.3,0.2,1.7,65.5
239,Sejong,4/19/2020,11.1,8.4,14.1,11.5,1.8,80.4
239,Sejong,4/20/2020,10.8,7,16.5,,1.7,72.3
239,Sejong,4/21/2020,7.9,4.2,13.2,,2.7,45.9
239,Sejong,4/22/2020,6.4,3.5,10.6,,2.6,40.4
239,Sejong,4/23/2020,8.2,2.2,14.3,,2.2,42.1
239,Sejong,4/24/2020,9.7,1.9,15.8,,2.3,42.6
239,Sejong,4/25/2020,14.5,8.6,22.2,,3,44.3
239,Sejong,4/26/2020,12,4.5,18.4,,2.3,41.6
239,Sejong,4/27/2020,11.4,4.5,17.5,,1.7,41.6
239,Sejong,4/28/2020,12.7,3.8,20.9,,1.5,53.4
239,Sejong,4/29/2020,15.2,7.4,23.4,,1.5,45.4
239,Sejong,4/30/2020,17,6.7,25.9,,1.5,55
239,Sejong,5/1/2020,21.8,16.1,28.3,,2,64.6
239,Sejong,5/2/2020,22,18.9,26.5,,1.6,59.8
239,Sejong,5/3/2020,18.9,16.2,22.7,4.6,1.6,78
239,Sejong,5/4/2020,19.3,11.2,27,,1.4,70.4
239,Sejong,5/5/2020,14.2,9.3,21.2,1.9,1,85.8
239,Sejong,5/6/2020,18.9,12,27.8,,1.8,58.3
239,Sejong,5/7/2020,19.6,13.3,25,,2.7,30.3
239,Sejong,5/8/2020,18,12,25.4,7.3,1.7,42.4
239,Sejong,5/9/2020,15.2,13,17.8,18.7,1.4,94.3
239,Sejong,5/10/2020,14.3,12.7,17.7,0.7,1.3,89
239,Sejong,5/11/2020,17.9,13.2,24.5,0.1,1.6,63.1
239,Sejong,5/12/2020,15.5,10.9,21,0,2.2,63.4
239,Sejong,5/13/2020,15.8,7.5,22.8,,1.6,45.1
239,Sejong,5/14/2020,19.4,10.9,27,,0.9,40.5
239,Sejong,5/15/2020,16,14,20.3,30.3,1.5,85
239,Sejong,5/16/2020,16.9,15.3,20,0.4,0.9,87.6
239,Sejong,5/17/2020,20.4,15.1,27.6,,1.1,69.9
239,Sejong,5/18/2020,19,13,27.1,15.6,1.9,77.3
239,Sejong,5/19/2020,13.3,11.2,16.5,5,1.6,76.9
239,Sejong,5/20/2020,14.7,8,20.6,,1.4,60.3
239,Sejong,5/21/2020,16.9,9.6,23.2,,0.9,67.3
239,Sejong,5/22/2020,19.1,14.3,24.4,,1.7,66.8
239,Sejong,5/23/2020,20.2,14.5,26.1,,1.4,63.5
239,Sejong,5/24/2020,19.1,15.2,24.2,7,1.6,74
239,Sejong,5/25/2020,17.1,13.8,21.6,,1.1,77.4
239,Sejong,5/26/2020,18.5,13.8,24.7,0,1.2,69.6
239,Sejong,5/27/2020,18.5,12.6,25,,1.7,56.3
239,Sejong,5/28/2020,18.2,11.2,24.4,,1.1,66.5
239,Sejong,5/29/2020,20.5,13.9,27.2,,1.1,59.3
239,Sejong,5/30/2020,22.2,15.1,29.1,,1,58
239,Sejong,5/31/2020,21.4,16.1,26.7,,1.1,61.5
239,Sejong,6/1/2020,20.3,15.4,25.7,0.7,1.9,55.9
239,Sejong,6/2/2020,18.6,13.5,23.5,0,1.2,64.1
239,Sejong,6/3/2020,22.2,17.7,28.1,0.6,1.1,74.8
239,Sejong,6/4/2020,24.3,20.9,30,,1.5,68.5
239,Sejong,6/5/2020,24.1,20.6,29.9,,1.1,72.5
239,Sejong,6/6/2020,23.7,18.6,31.1,34,1.6,69.6
239,Sejong,6/7/2020,22.8,18.9,28.6,,1.2,70.4
239,Sejong,6/8/2020,24.8,17.2,31.5,,1.1,61.4
239,Sejong,6/9/2020,26,18,33.2,,1.2,54.1
239,Sejong,6/10/2020,24.6,20,32.8,66.2,1.1,69.3
239,Sejong,6/11/2020,24.9,20.5,30.8,11.8,1.3,76
239,Sejong,6/12/2020,23.5,20.5,26.4,3.1,0.8,86.3
239,Sejong,6/13/2020,24.2,21.2,30.4,5.7,1.4,83
239,Sejong,6/14/2020,23.8,20.1,28.2,0.5,1.3,75.6
239,Sejong,6/15/2020,22.4,17.1,28.5,,1.3,64
239,Sejong,6/16/2020,23.2,18.2,28.7,,1.1,69.5
239,Sejong,6/17/2020,22.4,19,27.7,,0.9,70.3
239,Sejong,6/18/2020,20.7,18.8,23.1,0.2,1.5,74.1
239,Sejong,6/19/2020,23.1,17.9,28.9,1.9,1.1,70.1
239,Sejong,6/20/2020,23.3,18.7,29.2,0,1.2,76.5
239,Sejong,6/21/2020,24.9,19.2,31.6,,1.3,64
239,Sejong,6/22/2020,26.4,19.5,33.4,,1.2,62.3
239,Sejong,6/23/2020,25.7,20.2,31,,1,68
239,Sejong,6/24/2020,22.4,20.4,25.6,4.2,1.4,79.1
239,Sejong,6/25/2020,21.3,19.9,23.1,3.4,1.2,88
239,Sejong,6/26/2020,22.6,19.2,27.6,0.2,1.4,74.8
239,Sejong,6/27/2020,23.8,19.1,29.1,,1,71.8
239,Sejong,6/28/2020,23.7,18.4,29.7,,1.1,70.5
239,Sejong,6/29/2020,22,19.9,27.1,48.2,2.1,84.4
239,Sejong,6/30/2020,19.8,18.3,20.8,33.5,1.9,92.4
239,Sejong,7/1/2020,20.8,17.1,25.4,0.5,1.1,78.4
239,Sejong,7/2/2020,23.2,17.6,28.2,,0.9,74
239,Sejong,7/3/2020,21.9,19.3,24.3,0.5,1.7,73.3
239,Sejong,7/4/2020,21.4,18.8,26.6,,1.2,76
239,Sejong,7/5/2020,22.5,19.4,26.8,,0.7,77.3
239,Sejong,7/6/2020,24.1,19.4,29.4,0,1,77.3
239,Sejong,7/7/2020,24.1,21.5,28.9,0,1.2,77.8
239,Sejong,7/8/2020,24.2,18.6,29.9,,1,75.8
239,Sejong,7/9/2020,25.7,19.7,30.6,,1.8,70.1
239,Sejong,7/10/2020,25.1,21.6,28.9,7.8,1.9,77.8
239,Sejong,7/11/2020,25.4,21.9,29.8,,1,72.6
239,Sejong,7/12/2020,22.1,19.1,25.3,31.6,2.2,81.6
